subject,trial_type,phase,digit,correct,rt,wmtask,parity,task,key_press,value
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,7,1,570,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,baseline,3,1,1250,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span-practice,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,0,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,1,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,0,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,0,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,corsi,wm-span,NA,0,NA,spatial,NA,wm-span,NA,NA
4wedfob3kk7mtkvjh1qb,call-function,calculate-span,NA,NA,NA,spatial,NA,NA,NA,7
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1652,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,540,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1571,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,658,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,751,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,764,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,926,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,497,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,949,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,518,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,672,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,985,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,3088,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,545,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,543,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,2551,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,2152,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,585,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,485,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1371,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,507,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,554,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,741,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,570,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,678,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,524,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,740,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,825,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,984,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1018,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,573,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,574,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1409,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,487,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,660,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1182,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,2280,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,586,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,1256,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,0,823,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,545,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,642,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,560,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,465,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,564,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,441,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,566,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,520,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,1374,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1056,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,965,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,866,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,597,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,641,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,642,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,608,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1106,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,579,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,870,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,1770,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,622,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,842,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,519,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,726,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,0,3537,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1033,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,558,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,560,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1164,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,649,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,713,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,499,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,502,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,468,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,608,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,0,715,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,533,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,932,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,549,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,938,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,2241,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,629,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,563,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,517,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,656,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,0,558,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,655,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,514,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,537,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,621,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,879,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1144,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,701,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,542,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1467,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,813,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,2731,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,555,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,703,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,599,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,2147,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,818,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,0,602,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,652,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,0,622,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,914,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,660,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1949,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,641,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,1333,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,965,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,603,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,877,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,627,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,771,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1652,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,473,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,543,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,788,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,793,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,591,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,0,539,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,514,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,605,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,713,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,567,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,587,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,582,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1767,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,678,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,2667,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,513,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,599,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,707,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,470,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,0,496,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,813,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,491,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,536,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,599,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,488,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,454,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,503,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,495,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,1842,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,827,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,1065,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,665,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,590,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,581,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,490,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,515,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,587,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,499,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,0,557,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,564,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,518,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,504,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,451,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,542,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,3036,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,577,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,2317,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,573,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1208,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,461,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,886,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,918,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,958,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,595,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,376,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,722,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,521,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,549,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,543,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,542,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1148,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,541,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,777,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,505,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,569,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,589,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,661,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,451,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,0,579,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,474,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,784,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,1162,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,539,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,0,579,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,488,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,579,spatial,even,parity,76,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,1,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,714,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,644,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,742,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,731,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,604,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,897,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,502,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,551,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,547,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,530,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,513,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,1009,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,1161,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,753,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,685,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,845,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,1089,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,498,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,569,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,599,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,519,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,907,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,899,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,914,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,790,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,891,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,649,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,0,702,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,569,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,566,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,583,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,521,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,corsi,load,NA,0,NA,spatial,NA,NA,NA,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,1850,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,7,1,524,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,0,1790,spatial,odd,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,1922,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,782,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,504,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,9,1,1006,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,826,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,3,1,592,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,1,1,614,spatial,odd,parity,76,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,2,1,551,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,8,1,611,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,4,1,613,spatial,even,parity,65,NA
4wedfob3kk7mtkvjh1qb,html-keyboard-response,load,6,1,465,spatial,even,parity,65,NA
